CITY
CANTO DA FAJÃ - FAJÃ DA AREIA
MACIEIRA
ESTRADA DA CAFURNA
COVAS DO DOURO
ALTO DO BOEIRO
URBANIZAÇÃO DOS GOVERNOS
CORTE MOURAO
MAFAMUDE
ADROANA
ALDEIA DAS POSSES
PORTELA S CAETANO
RENJEIRO
SANTA SUZANA
SEIRRÃO
CHAO DO CARVALHO
GERMEL
SARRAZOLA
VALE SAZ
RAMILA
QUINTA DO SOUTO
CORTEZÕES
CIMO DA VILA
MONTE ABAIXO
ESPINHO GRANDE
AIDO DE ALÉM
SEIXO DE ANSIÃES
PÓVOA DA RAINHA
SEVILHA
EIRA DONEGA
ESTAÇÃO DAS ALCÁÇOVAS
MASSAROCAS
MANGIDE
BODIOSA A VELHA
REBOLARIA
ABOBOREIRAS
LOMAR
SESMO
CANCELOS DE CIMA
VIEIRA DO MINHO
MONTE ARROIO
SORRO
CHAQUE
MEAS
TABUA
VENDINHA
CONCAVADA
BORRECO
ROSAIS
QUINCHÃES
CRUZ ALTA
FREIXIAL
FUNDO DE ALDEIA
FRAZÕES
POUSADELA
RIO NOGUEIRA
SANGALHOS
RIBEIRA BARQUEIRA
MONTE O ESQUILA
QUINTA DA CORVINA
CASALÃO
POOOA DE LANHOSO
RABISSACA
PENHAFORTE
QUINTA DAS SETAS
TEOMIL
SALGUEIROS
CORTES
SEBADELHE DA SERRA
GUIGERMAS
BOIEIRA
BRUNHEDO
MTE SERRA DA ESPINHEIRA
CASA GONCALO
QTA CONVENTO S PEDRO AGUIAS
PENACÔVA
BELA VISTA DE BAIXO
NOGUEIRA DO CRAVO
MOENDINHA
CUBO
PARADA DE PINHAO
ALDEIA DE GATOS
LAMEIRO
VALE DEGOLACO
CASAL DO MATO
MONTE RAINHA
CABO DAS CASAS
LOMBO DA IGREJA
ACHADA DO GRAMACHO
TUGILDE
ACHADA
CAÇUS
TRUTAS DE BAIXO
PÓVOA DE BALOCAS
COSTA NOVA
FAJOZES
SARZEDELO
LAGARES
BARBOSA
TOJAL
ATAIJA DE CIMA
CASAIS DO MONTE
S TORPES
VIDEIRA SUL
CASAL MARIA DA COSTA
BRITEIROS S SALVADOR
LUGAR DA BOUÇA
FREIXINHO
GALISTEU FUNDEIRO
ALQUEVE
CEDOVIM
MONTE DOS PELADOS
VILA DO TOPO
POÇO DA CHAINCA
BREJOAL
SOBREIRO
MONTE DA CASBARRA
SITIO DO PORTO
GUIMARAES DE TAVARES
BRASIL
PEDRA FURADA
SANTÃO
VALE DE CAMBRA
VILARELHO
VILA NOVA DA RAINHA
HERDADE DAS FONTES
S MATEUS
CARVALHAIS
TORRE DE BEBA
RIBEIRA DE LIXIVIAS
PEREIROES
MARGEM
EJA
CHÃ-ERMIDA
VALE CÔVO
CASAL DO SOBREIRAL
ANTA - CORRELHA
SÃO MARCOS DA ATABUEIRA
SÃO LOURENÇO DO DOURO
ALCOROCHEL
S JOÃO DA CORVEIRA
QUINTA DA MOITINHA
FOROS DA QUINTA
PINHAL DO VIDAL
RODA BAIXO
AMARELAS
SÃO JOÃO DO CAMPO
RIBOLHINHOS
OUTEIRO DE CIMA
SALAVIZA
MONTE DAS BICAS
RUA DAS PEDREIRAS 65 E 67 LOTE 12
VALE S GIAO
PENELA
AMIOSO CIMEIRO
MUDA
PORTELA DE NEXEBRA
PINHOSÃO
PORTELA DAS FETEIRAS
QUINTA NOVA
COENTRAL DAS BARREIRAS
EIROS
SANTO ESTEVÃO BNV
CASAL DO BARRO
REBELVA
CANIÇOS
S SATURNINO
MAÇOIDA
CABECO DOS CARRIS
JERUMELO
PORTELA DA MATA
PERO QUEIMADO
MONTE DAS PIAS
QUINTA DO GRICHAO
ALMEIRINHO CLEMENTE
TORROZELO
VALE DE VARGO
ESCUSA DE CIMA
CASAIS VIVENDA
VALE MARINHAS
VALE DE CARVALHO
VILA VERDE DA RAIA
FOROS DAS POMBAS
ALIZO
AMIOSO DO SENHOR
BAIXINHO
SEARA
CRUZ DA LEGUA
CASAS BRANCAS
ARRICA
PÊRA DO MEIO
MAIAO
CASAL PAPÃO
BARRAGEM
DIANTEIRO
MOINHOS DA COSTA
CABAÇOS DE REGO DA MURTA
FULAO
ARNOZELA
PAÇO DOS NEGROS
QUINTA DA CEREJEIRA
ANGOREZ
VALE DA URRA FUNDEIRO
TORRE VALE TODOS
ARROCA
TRAS-OS-MATOS
COEDO
CASAL PEDRAS DA LAGE
A DE BARROS
CODORNELAS
CASCALHEIRA DE CIMA
BAIAO SANTA LEOCADIA
ALFARROBEIRAS
COSTA CAPARICA
VALE DOS VASCOS
CONCEIÇÃO DE FARO
VALE DE OBIDOS
VENDA SECA
MARQUITEIRA
SENHORA DA RIBEIRA
PARRACHEIRA
QUELUZ DE BAIXO
MONTE CORVO
GAVIEIRA
TERRA BRANCA
SARGACAL
CHAO DA AMOREIRA
TAPEUS
CASAL GARCIA MOGO
PAIO MENDES
TULHA NOVA
GULIFAR
BAIRRO FONTES PEREIRA DE MELO
RIBEIRA DOS MACHADOS
CHAO DE OURIQUE
ESPALHAFATOS
FRAIÃO
VIDEMONTE
SÃO JOÃO DA MADEIRA
SANTO TIRSO (PRAZINS)
PONTE DE MACHADOS
DEILÃO
CASAIS DO ARROCHO
SERRA DE SANTIAGO
COTAES
MATO PINHEIRO
MEXIDE
MORADIA
ZONA DAS AMIEIRAS MORA
ESPORÃO DE CIMA
LEIRA LONGA
COELHOSO
TREVÕES
CASAL SEIXOSA
GOUXA
PERALTA
CASAL FORTE DA LUZ
LAMEIRO DO MAR
VIDUAL DE CIMA
PEDRAS DE S PEDRO
VILA DE TERRAS DE BOURO
DOZE RIBEIRAS
LOMBA DE S PEDRO
VILARINHO DO BAIRRO
BARRUNCHAL
QTA DA CARVALHEIRA
AMONDE
CABECÃO
NARCO DE CANAVESES
PERAS RUIVAS
PAÚL
CAMBOES
SANTA EULÁLIA SEI
ROJAO PEQUENO
HORTA DO BISPO
FAJA DAS FLORES
CERCA DA PEDREIRA
QUINTA DA BALAIA
