CITY
Zgornje Gameljne
Kot
Radna
Račja vas
Gorica pri Oplotnici
Pečke
Sv. Duh na Ostrem vrhu
Čretvež
Brege
Buč
Zbure
Bločice
Žimarice
Mali Otok
Rodine
Hrastje ob Bistrici
Plešivica pri Žalni
Čadovlje
Predloka
Radomerje
Žetale
Jamnik
Predmost
Mačkovec
Starše
Planinska vas
Brinovščica
Snežatno
Praproče pri Temenici
Kozjane
Dolž
Zgornji Kamenščak
Mlaka pri Kočevski Reki
Čadraže
Razori
Studor v Bohinju
Irje
Rodmošci
Krajna vas
Češnjice pri Moravčah
Dolenji Podboršt
Tešanovci
Prihodi
Žitkovci / Zsitkóc
Pokoše
Podbukovje
Pondor
Poljubinj
Bistrica
Višnji Grm
Podbukovje pri Vačah
Jakob pri Šentjurju
Breg pri Litiji
Jurovci
Podhosta
Plač
Strnišče
Gorenja Žetina
Gozd-Reka
Dragomilo
Veliki Hrib
Cerovec Stanka Vraza
Drenje
Pugled pri Karlovici
Sadinja vas
Križna Gora
Ložec
Polšeče
Rašica
Žerjavka
Skorba
Strmec pri Polenšaku
Podboč
Zavino
Sv. Danijel
Izvir
Gabrce
Štjak
Koromači-Boškini
Krištanci
Selo pri Zagorju
Bobovo pri Ponikvi
Stopnik
Dobriška vas
Zajčji Vrh
Dolenja Trebuša
Mali Kal
Jeperjek
Ukanje
Podpeč pri Šentvidu
Hruševka
Bitnja vas
Gornja Težka Voda
Gorenjski Vrh
Velika Loka
Kamni Vrh
Veliko Širje
Tublje pri Hrpeljah
Krško
Benečija
Vrh nad Krašnjo
Veliki Lipoglav
Čipnje
Lom nad Volčo
Vovše
Hlebče
Devina
Mala Stara vas
Tribej
Nadgrad
Hotedršica
Frankolovo
Ptuj
Mali Trn
Planina nad Horjulom
Ajba
Nova vas pri Šmarju
Zali Log
Knezdol
Velike Češnjice
Kopriva
Pobegi
Černelavci
Maline pri Štrekljevcu
Malo Lešče
Sora
Sela pri Hinjah
Bodovlje
Zazid
Obrežje pri Zidanem Mostu
Grgarske Ravne
Rošnja
Dolenja vas pri Temenici
Škofja Loka
Grliče
Zglavnica
Gradišče-K. o. Št. Lovrenc
Pivka
Pri Cerkvi-Struge
Strmec na Predelu
Ravnik
Župeno
Troblje
Slovenska Bistrica
Rovišče
Nova Gora nad Slovensko Bistrico
Srednja vas pri Kamniku
Hruševo
Spodnje Stranje
Radovci
Čatež
Stara Gora
Breznica pri Žireh
Murski Petrovci
Žubejevo
Gorica pri Dobjem
Lipe
Gorenji Log
Završe pri Dobjem
Domanjševci / Domonkosfa
Čezsoča
Podjelovo Brdo
Pepelno
Svibno
Mostje
Šmartno pri Litiji
Reštanj
Preclava
Male Lipljene
Laziše
Dolga vas
Pako
Škocjan
Zgornje Hlapje
Dražica
Laznica
Rob
Mekinje nad Stično
Zgornje Gruškovje
Kal pri Krmelju
Podlože
Dolnja Bitnja
Kamnje
Bezgarji
Grad
Predel
Krnci
Studenec na Blokah
Ljubnica
Potok v Črni
Mala Loka pri Višnji Gori
Padna
Dol pri Pristavi
Obrat
Levič
Voduce
Zavrstnik
Podstrm
Breznik
Gorenja Ravan
Podgora
Koboli
Rače
Rogatec nad Želimljami
Koščake
Gora pri Komendi
Jankova
Rafolče
