CITY
Ovčie
Krakovany
Martinová
Župčany
Jenkovce
Byšta
Kamenica nad Hronom
Reľov
Sveržov
Bellova Ves
Družstevná pri Hornáde
Vysoké Tatry
Lúčina
Hybe
Stožok
Slanské Nové Mesto
Zamarovce
Tureň
Handlová
Prečín
Bratislava-Nové Mesto
Holčíkovce
Bzenica
Majcichov
Šarišská Poruba
Čimhová
Košice-Košická Nová Ves
Liptovské Kľačany
Rakovec nad Ondavou
Zádor
Belín
Rožkovany
Chanava
Tekovské Lužany
Trstená
Konrádovce
Malá Domaša
Vydrná
Nižný Klátov
Teplý Vrch
Ladce
Hamuliakovo
Horné Pršany
Tešedíkovo
Cerová
Gemerský Jablonec
Sirk
Žlkovce
Svätuše
Detva
Čerenčany
Hrnčiarovce nad Parnou
Herľany
Nenince
Veľký Meder
Ladice
Čremošné
Spišský Hrhov
Brvnište
Horná Poruba
Kolárovo
Dolné Trhovište
Pašková
Rankovce
Zemplínska Nová Ves
Ilava
Košice-Ťahanovce
Turčianska Štiavnička
Kordíky
Muránska Huta
Malé Borové
Kučín
Rimavská Seč
Hrubá Borša
Topoľčianky
Petrovany
Kriváň
Diaková
Babie
Záborie
Stankovany
Cabaj-Čápor
Palárikovo
Dolný Štál
Kvašov
Gbely
Dolinka
Šalgočka
Belá
Opatovská Nová Ves
Malý Krtíš
Váhovce
Bajč
Čierne
Košice-Sever
Výčapy-Opatovce
Brezová pod Bradlom
Kyselica
Šrobárová
Brzotín
Bobrov
Bratislava-Dúbravka
Veľké Chlievany
Hencovce
Ľudovítová
Kamenica nad Cirochou
Kežmarok
Pečeňady
Hodejovec
Prakovce
Divina
Malé Leváre
Veľké Úľany
Budiná
Plášťovce
Mútne
Budkovce
Kvačany
Kováčová
Lietavská Lúčka
Číž
Pušovce
Žipov
Nová Lesná
Jakubova Voľa
Revúca
Koprivnica
Sebechleby
Vrícko
Dojč
Libichava
Báhoň
Čeľadice
Uzovce
Blažice
Myslina
Čierny Potok
Kecerovce
Spišská Teplica
Bánov
Branovo
Novoť
Leopoldov
Banské
Kristy
Drienovská Nová Ves
Tibava
Veľká Čierna
Šuľa
Lukov
Šaľa
Borcová
Ratkovo
Kojšov
Bzince pod Javorinou
Toporec
Haluzice
Chrámec
Slanec
Turňa nad Bodvou
Čičava
Belža
Nemčiňany
Štrba
Spišská Belá
Liešno
Zákamenné
Baška
Horné Srnie
Teplička nad Váhom
Komjatice
Moravské Lieskové
Borský Mikuláš
Vysoká
Bodíky
Lažany
Iňa
Baka
Lendak
Boldog
Slavec
Lacková
Petrova Ves
Vyšné Remety
Brezovička
Rovinka
Dubno
Dargov
Čifáre
Ludrová
Vráble
Moravany
Tulčík
Drňa
Starý Hrádok
Závažná Poruba
Rožňavské Bystré
Vechec
Debraď
Dunajská Streda
Vinné
Veľké Trakany
Harmanec
Kostolné
Galanta
Budimír
Želmanovce
Lastovce
Gemer
Dedinka
Šimonovce
Boľkovce
Liptovská Štiavnica
Dolné Strháre
Košice-Sídlisko KVP
Skačany
Horné Orešany
Žikava
Lopúchov
Veličná
Čabalovce
Kladzany
Hnilec
Klenovec
Uhrovec
Dubovce
Jaslovské Bohunice
Zemplínska Široká
Nimnica
